"thread_id","thread_date","author_id","thread_title","thread_body"
15683,"2025-07-08 22:20:34.889071+00",1329,"Contingency Fee Lawyer For Bank Case","Hi, does anybody know one of these. My friend's business lost $20K or so because of a bank error that routed several customer payments to someone else. I know it's not a lot of money, so somebody relatively junior is fine. Thanks for your help. "
15685,"2025-07-09 02:46:19.749074+00",34753,"Conflict Waiver Language From Law Firms","Hello - trying to get some info on trends in what firms will and will not agree to in conflict waiver language in outside counsel guidelines. We continue to see firms taking hard line positions (even stronger than the carve outs for advance transactional waivers that we started seeing 5+ years ago). Is it worth pushing back? Are they really just trying to manage various offices/entities (of both firm and client)? Seems that that would be pretty easily automated these days so not sure it's an efficiency issue. Curious if others have been seeing more of this lately. Thanks! "
15687,"2025-07-09 13:00:58.899627+00",37319,"Localizing Your SaaS Contract For Foreign Jurisdictions","Hi, Wondering if anyone is localizing their outbound B2B SaaS contracts for local markets, such as for German market, or Swiss market. If yes - when did you decide to do it and what was driving this decision? Has it improved contracting cycles in such market? "
15688,"2025-07-09 13:55:31.171308+00",3717,"DPA - Australia / Canada Compliant","Hi, Does anyone have a form Data Processing Addendum that they use for Australia or Canada SaaS agreements?  "
15690,"2025-07-09 15:55:22.805136+00",8748,"ISO Sanctions Vetting Tool","Hi everyone - As we continue to scale our compliance function, we're exploring whether there are any sanctions vetting tools that make the process less manual. For instance, we're looking for any tools that leverage AI to automate some of the easy calls; have reliable, easy-to-use integrations with Salesforce to vet prospects and perform ongoing customer scans; and are somewhat customizable.  I know there were some threads on this from a few years ago, but given recent developments with AI, does anyone have any recommendations for reliable vetting tools? Thanks! "
15691,"2025-07-09 16:22:07.343021+00",24169,"Exempt-to-Non-Exempt Reclassification for Sales Roles (US/CA)","Has anyone here gone through a reclassification process in the U.S., particularly involving sales roles (e.g., BDRs, AEs) and with California in scope? I've recently joined my current company and have been looking into this issue as part of a broader payroll system transition. I've proposed the standard compliant route: reclassifying certain roles from exempt to non-exempt, tracking actual time worked via timesheets, and clearly ""providing"" (but not policing) meal and rest breaks in line with CA law. The plan would include having employees sign updated break policies and certify weekly on timesheets that they were offered all required breaks. Potentially it would also include a mechanism for pre-approval of overtime. That said -- I've been asked (unsurprisingly) whether other tech companies have found more ""elegant"" solutions. The concern isn't just about the admin of tracking hours -- it's also the cost of paying overtime. I'm fully aware of the legal requirements, but I need to understand what others are doing in practice -- especially in go-to-market orgs where the business feels that hourly classification undermines culture or incentives. If you've taken a different approach (or fought for the standard one and won), I'd really value hearing how you handled the legal, operational, and cultural angles. Feel free to DM if easier. Thanks! "
15692,"2025-07-09 16:31:44.186899+00",3954,"Agiloft Consultant","Has anyone worked with a consultant for Agiloft CLM implementation, improvements or outsourced admin? If so, please let me know recommendations, whether you though it was valuable and any tips/cautions. We are looking at Qualitas (recommended by Agiloft) and interested in assessing another option for comparison. Thanks!  "
15693,"2025-07-09 17:18:08.529526+00",33889,"FTC Click To Cancel","Given that the 8th Circuit has vacated the FTC's Click to Cancel rule at the 11th hour, I wanted to see what subscription-based companies are doing in light of the decision. We were completely ready to go with updates to our sign up processes, and now the team is frustrated they put in all this work for nothing. I argued that there are still the equivalent state-level rules that impact us, but am wondering if folks are scaling back on compliance with any specific aspect of the rule. (We updated our signup process to require affirmative consent of our Terms and Privacy Policy, consent to automatic billing, and also providing the required disclosures -- our cancellation process was compliant so we have no concerns there). "
15694,"2025-07-09 17:51:20.600937+00",2324,"Privacy Counsel","Hi, I'm looking for a recommendation for top tier privacy counsel as we start looking at building a privacy program. We've been working with Gunderson, but having a poor experience. "
15695,"2025-07-09 20:48:32.820416+00",14699,"UK And Germany Employee Time Tracking","We're looking to benchmark how tech companies with operations in UK and Germany are handling time tracking for non-hourly employees to comply with working time regulations in those regions. Any feedback from a best practices and ease of administration perspective would be greatly appreciated! "
15696,"2025-07-09 21:22:42.526412+00",6509,"Public Company In-House Counsel: MNDAs Before Contract Negotations?","Hi public company in-house counsel: Do you require a MNDA or other confidentiality agreement before your business teams negotiate contracts with potential service providers, or instead do you simply guide them on permissible disclosures prior to having a signed contract that will include confidentiality protections? Why or why not? I'm evaluating our commercial legal team's impact with MNDAs etc. pre-contract. Thanks! "
15697,"2025-07-09 21:33:28.600879+00",34830,"AI Enabled Privacy Automation Tools","Hi All, I am looking for recommendations on an AI-enabled privacy automation tool. We've been using OneTrust, and it's clunky, highly manual, and expensive. I appreciate all feedback. "
15700,"2025-07-09 22:28:05.487062+00",28938,"Fleet Entity In Indiana","Does anyone have a recommendation for counsel to assist with setting up a fleet entity in Indiana? "
15701,"2025-07-09 23:02:31.100245+00",37614,"Global Regulatory Compliance","Hi all! Would appreciate your input on what has worked for your team in terms of managing global regulatory compliance while scaling as a business. We're finding that we're running up against 2 issues as a SaaS business with an increasing number of global customers: i) identifying all global laws that we are required to comply with (e.g., privacy laws, tax laws, AML laws, etc.) and ii) keeping up-to-date with all these global laws. Has your team used any software or joined any association to help track applicable global regulatory requirements? "
15702,"2025-07-09 23:26:32.062961+00",37614,"CLM Software - Analytics Features","Hi all - we're using LinkSquares as our CLM software and looking to see how best to leverage its analytics features (i.e., Reports & Dashboard). For those of you who are using LinkSquares or other comparable CLM software, what types of data or reports does your company value the most in terms of gaining visibility into the types of agreements the company is entering into (e.g., number of agreements with auto-renewal language, the types of liability language we're typically agreeing to, etc.)? Thanks! "
15703,"2025-07-10 03:02:01.88362+00",35320,"Big Beautiful Bill Impact Dissemination","Seeking any non-politicized summaries of business impacts faced by US based SaaS/Tech companies from the Big Beautiful Bill recently passed. "
15704,"2025-07-10 13:18:22.51843+00",8904,"Referral For Washington State Employment Lawyer","Hi! Looking for a Washington employment law referral to represent an individual plaintiff in a wrongful termination. Any names would be great! "
15705,"2025-07-10 13:32:40.501364+00",791,"Lien Seniority As Part Of An Easement Agreement","We are considering acquiring a piece of property from a third party, and that third party will only sell if they can maintain an easement on the property to maintain a sign there. The third party is also demanding that their easement remain senior to any future mortgage (if any) because they are afraid their easement could get wiped away in the event of a foreclosure.   In my opinion, a commercial lender will never agree to anything other than being the senior lien holder, but they would agree to a Subordination, Nondisturbance, and Attornment Agreement (SNDA) that would effectively provide them with the protection that they need. Has anyone dealt with a similar issue before? Any commercial lending experts? Would a commercial lender actually allow themselves to be junior to this type of easement? "
15706,"2025-07-10 14:28:58.916569+00",36820,"Tracking Free Time And Other Value Adds","Hi all! We are looking for a data-driven way to track value adds that our law firm partners provide us (complimentary partner hours, hotline/office hours, trainings, etc.). Has anyone been successful in finding a method that works for both the corporate and law firm sides? "
15707,"2025-07-10 14:43:03.830416+00",4937,"Senior SaaS Trainer For My Team","Does anyone know of a senior commercial SaaS lawyer who sells time flexibly? I'm looking for someone experienced to train up my team on a consultancy basis. "
15708,"2025-07-10 16:29:30.997181+00",9566,"Shutting Off Employee Access To Free Versions Of ChatGPT","Hi TechGC. We've learned some Security teams are shutting off access to free versions of ChatGPT and similar LLMs to give their internal AI use policy more ""teeth"" and ensure that employees aren't sharing confidential company data or personal information without an enterprise license. We're trying to benchmark. Is that something you're also doing or considering? Thank you for any insight. "
15712,"2025-07-10 18:43:46.774325+00",37705,"NYC Good Cause Eviction Question","Hi, A bit off-topic but I couldn't find the answer anywhere to this question. If a building that otherwise is subject to the GCE law in NYC has multiple certificates of occupancy (before and after the law), should we count the first or the latest for purposes of determining if such building can use an exemption or not. I'd appreciate your help with this. Thanks. "
15714,"2025-07-10 20:44:52.296653+00",1711,"CX AI","Does anyone on the consumer facing side have experience with any of the following CX platforms? Would love to chat (and possibly connect other team members) if yes. Thanks!   * Decagon AI   * Sierra AI   * Digital Genius    "
15715,"2025-07-10 21:22:34.07331+00",30635,"Minnesota Transactional Counsel","Australia company looking for local counsel to help with a distribution agreement with Minnesota reseller. "
15717,"2025-07-10 22:11:59.783729+00",33260,"AI Policy - Code Scanner","In some of the AI policy examples posted in the Peer Documents, I noticed a reference to ""code scanners"" that help ensure that no third-party IP is included in the code output from AI tools. Does anyone have guidance on which code scanners you're using or would suggest? "
15718,"2025-07-10 23:43:38.26746+00",37718,"Offer In Form Of Presentation Rather Than Letter","I'm looking into precedents for employment/service Offers in the form of presentations (i.e., slide decks) rather than traditional letters. Anyone examined the enforceability of something like this? "
15719,"2025-07-11 01:07:24.943211+00",32976,"RIA - Compliance Consultant Fee","Dear, We are an RIA firm and currently use IQEQ as our compliance consultant. Their monthly fee is quite high relative to the actual time they spend on our matters -- usually just a monthly call and addressing one or two questions at most. (To be fair, the fee also includes access to the gVue platform, but almost all filings are charged separately.) Our firm is considering re-negotiating this fee, and I would appreciate your advice on what you think is a reasonable range for a monthly charge that covers ""platform + general support."" Any insights or tips you can share would be greatly appreciated. Many thanks in advance. "
15721,"2025-07-11 03:12:22.612647+00",2915,"Seeking Illinois Employee-Side Employment Counsel To Review And Negotiate Severance","Seeking an Illinois employee-side referral for a friend who was terminated in a restructuring after 3.5 yrs with the company. She is seeking a review of her severance package and help negotiating it since she had been there from Series A through IPO. She was a VP and helped the company go public this year. The company is incorporated in DE and headquartered in AZ, but she works remotely and her residence is in IL. Hoping for someone cost effective for counseling, since she is not necessarily litigation focused at this stage, but there are potential race and gender disparities in promotion patterns and pay.      Thanks so much for any leads. "
15722,"2025-07-11 10:24:51.696676+00",33593,"Sense Check On EU AI Act","We are a UK SaaS company providing services to the EU market. The product team are looking at integrating AI systems into our offering, e.g. AI powered data filtering, chat bots, and the like. On assessment our intended use cases will be ""low-risk"" (or rather, not ""high-risk""). We will be a ""deployer"" rather than a ""provider"" of AI systems. I had originally thought/assumed there would be some basic transparency obligations under the Act. However, in reading Article 50, it seems that perhaps even this is not required. Article 50 seems to specify transparency obligations for deployers:   1. of  ""an emotion recognition system or a biometric categorisation system"", and/or   2. where the AI system ""generates or manipulates image, audio or video content constituting a deep fake"", and/or   3. where the AI system ""generates or manipulates text which is published with the purpose of informing the public on matters of public interest shall disclose that the text has been artificially generated or manipulated"".   None of these apply to our intended use cases. As such, am I correct in thinking that there are no transparency obligations when a user interacts with our integrated AI systems? Grateful for the views of any deployers with similar use cases that have already undertaken this assessment. "
15723,"2025-07-11 12:25:53.000214+00",37860,"Click-Thru Platform","Does anyone have good experience or recommendations with a commercial ""click-thru"" platform? Looking for a scroll to the bottom and press agree type solution that has robust outputs for obligation management. Thank you! "
15725,"2025-07-11 14:27:40.944055+00",1002,"Plaintiff's Medical Malpractice Attorney In Houston Area","Can anybody recommend a good Plaintiff's Medical Malpractice attorney in the Houston Area? Asking for a family member who suffered from brain cancer. Thank you in advance. "
15727,"2025-07-11 14:50:29.207696+00",144,"Law Firm Discounts","Hi, Looking for the latest on what people are seeing as market when it comes to big law firm discounts, both for private company and venture fund clients. Are your discounts time bound? What ranges are you getting these days? Thank you. "
15728,"2025-07-11 15:20:15.259193+00",34024,"Surveying Outside Counsel On AI Usage","Hello everyone - curious if any legal departments have surveyed their outside counsel firms to get a read on exactly how they are using AI, what tools for which tasks, and documenting any client benefits (especially specific to your work)? Stats like this from a recent Axiom survey make me wonder. ""With 79% of law firms using AI but only 6% passing savings to clients, in-house departments face a cruel irony: they must invest in AI capabilities while their outside counsel benefits from AI efficiencies without sharing cost savings. "
15729,"2025-07-11 15:24:59.573597+00",34658,"Legal Operations & AI Goals","Hey Everyone, I'm working on setting my goals for the rest of 2025 and would love to hear what others are planning. Most of my goals over the past couple years have been centered around CLM. Our CLM is finally in a good place and I'm ready to move on to other things. If you're open to sharing, I'd love to hear what you're focused on (especially interested in AI goals). I'm hoping to gather some fresh ideas (beyond what my sidekick Gemini and I have some up with so far). "
15732,"2025-07-11 18:47:14.143098+00",29863,"Carry Structuring For US Firm With UK Employees","Hi all, I'm looking for advice and market norms around how best to structure and grant carry for UK employees from US funds. Issues on my mind include:   1. how folks think about parity between US and UK grantees considering different tax schemes (i.e., grant the same amount of carry regardless of location or try to balance with additional carry or comp to compensate for variable tax rates?)   2. whether folks use a feeder structure or issue carry directly   3. process - UK equivalents to an 83(b) and other similar issues   4. anything else major I'm missing?   "
15733,"2025-07-11 21:33:17.048033+00",35678,"Additional AI Tools to Existing CLM Tool","Hi, We use Ironclad for our CLM. To date, we've held off on spending a ton of time exploring its AI playbooks / redlining functionality, because these native features are only available in Ironclad's native Editor. Our attorneys (fairly) use Word to edit, so it's felt pointless to explore. The problem is that our need for AI intervention in the contract redlining and negotiation process is growing bigger every day, yet we need to keep Ironclad in place for various reasons. What other tools/systems have others found truly valuable in terms of layering an additional AI negotiation tool on top of an existing CLM (be it Ironclad or otherwise)? Where should we be pivoting our attention? "
15735,"2025-07-14 01:58:59.062675+00",8168,"CPT - ICD10 Licenses","Does anyone have recommendations on the best way to determine if a CPT or ICD-10 license is required for specific use cases? Additionally, if it turns out a license is needed, I would greatly appreciate recommendations on lawyers or experts who specialize in this area and could provide some guidance. Thanks in advance! "
15737,"2025-07-14 14:26:59.64102+00",3732,"Pixsy Copyright Letters","Hello, has anyone dealt with getting a copyright infringement letter from Pixsy? Would appreciate any insight on how they operate and what was or was not successful in your dealings with them. Thank you! "
15739,"2025-07-14 15:42:36.435005+00",791,"Commercial Lender Referrals","I could use some referrals for a commercial lender contact, particularly with Tennessee affiliations. Thanks! "
15740,"2025-07-14 17:56:11.995972+00",4688,"CLM - Condor","Has anyone had any experience working on Condor (a Pega-powered, intelligent, and adaptive contract automation solution) from Pegasystems? If yes, would you be open to a conversation? "
15741,"2025-07-14 18:04:45.50052+00",36667,"Legal Engineer vs. Legal Operations","Article for context: They define ""legal engineering"" as ""the application of technology and process design to legal work. Legal engineers help legal teams build, implement, and troubleshoot tech solutions that streamline workflows, automate routine tasks, and enhance service delivery."" I love the title ""legal engineer,"" but it feels like it's essentially Legal Operations. Have you heard of a ""legal engineer"" before? And how do you feel it might fit in with Legal Operations as it already exists? "
15742,"2025-07-14 18:10:59.989004+00",34346,"Ironclad Professional Services","Does anyone here have recent experience onboarding/implementing Ironclad and leveraging their in-house professional services? I would love to get your thoughts and hear if it was a success. Separately, has anyone handled historical data migration into Ironclad on their own? "
15743,"2025-07-14 18:25:25.223161+00",35106,"Fund Counsel in Cayman","Looking for recommendations for Cayman Islands-based law firms that can assist with fund formation work. Not Maples. "
15744,"2025-07-14 19:07:30.543216+00",2502,"Detroit Based Corporate Litigator for B2B Software Companies","Any recommendation for a Detroit based commercial litigator at a small to midsized firm with experience representing B2B software companies would be appreciated. The matter relates to a commercial dispute in connection with data sharing by a vendor in the context of a business partnership split/breakup. "
15746,"2025-07-14 20:19:01.499175+00",2910,"General Partner Investment Vehicle (Exempt Reporting Advisers)","Are there any ERAs out there where the general partners of the firm have a separate investment vehicle for personal investments (e.g., for private company investments that are not appropriate targets for the funds)? If so, does your firm's management company handle operations for that vehicle, or is it complete separate from the management company? "
15748,"2025-07-15 02:29:37.067174+00",8795,"AI Voice Calls - FCC / TSR / TCPA Compliance","Has anyone recently considered AI voice calls in light of the FCC ruling classifying AI calls as ""robocalls""? We are experimenting with AI voice calls where we have prior express written consent to contact but struggling with the TSR and TCPA requirement on ""abandoned calls"" (ie. that use of ""robocalls"" requires the marketer to stay below 3% of calls failing to transfer to a live agent in 2 seconds, which our AI calls would not because the point is that AI can handle some portion of the calls independently). This seems like an issue of the law not totally aligning with technology but curious if anyone has gotten comfortable with a way to use AI voice calls in the US where you do have consent of the person being contacted. "
15749,"2025-07-15 10:00:35.519196+00",1577,"Legal Support in Mexico (Contractor)","Hi all, We are looking for commercial support for our local operations in Mexico. At the moment, we are looking for a contractor to help manage commercial agreements and work with the local sales team in standing up processes. Would welcome any of the following:   * range of rates you may have seen for lawyers/nonlawyers in Mexico City.   * recommendations of individuals who might be available support this type of work (non-law firm)   * any agencies you have worked with for placement of an attorney/non-attorney in Mexico City.   "
15750,"2025-07-15 13:06:12.786225+00",30595,"Attorneys Specializing In Housing Accessibility (ADA and HUD)","Hello - We are looking for an attorney specializing in housing accessibility to provide ongoing counseling on the ADA and navigating reasonable accommodation requests in the multifamily housing space. I'm open to working with attorneys located/barred anywhere in the U.S. Thanks in advance for any suggestions. "
15751,"2025-07-15 13:16:36.923122+00",1625,"LP-Led Secondaries","Hi all - I'm curious about other GPs' stance on LP-led secondaries, particularly in light of their increasing popularity. Realizing it's highly dependent on the circumstances, it'd be helpful to get a gauge on the general sentiment on requests to sell fund interests as part of a broader sale by an institutional LP. Any transfer is subject to our approval, and we've historically been resistant to transfers outside of affiliate transfers or estate planning. Putting aside the IR aspect of managing the relationship with the selling LP, what other considerations have folks considered?  Immediate ones for me are the opportunity to foster the relationship with the secondary buyer and potentially commit to future funds; the taint of being uncooperative; potentially exchanging our approval for the buyer's pre-approval of a future LPAC or LP action (e.g., fund term extension); and optimizing our LP roster for known and trusted relationships. "
15752,"2025-07-15 13:54:14.36322+00",8895,"[Anonymous post] AI Discovery Tools","Anonymously posting on behalf of a TechGC member: Does anyone have recommendations for AI discovery tools? We are the plaintiffs in a lawsuit and want to cut down on external counsel discovery costs by ingesting some of the defendant's document production through an AI tool on our own. Appreciate any leads! "
15754,"2025-07-15 16:54:52.216728+00",1872,"AI Training For Employees","While we have a formal AI policy, we do not yet have formal AI training for employees. Does anyone have a simple framework/deck they've used to train on responsible AI use or used a third-party vendor's training module? We'd like to avoid paying a lot for a simple training module we can create ourselves, but also don't want to reinvent the wheel. "
15757,"2025-07-15 20:47:53.822343+00",37694,"Evisort Tips & Tricks","Attention Evisort power users! We've recently adopted Evisort as our CLM (previously manually managing contracts in DropBox and Google Sheets). The learning curve has been a bit steep. What tips do you have for getting the best use out of Evisort? "
15759,"2025-07-15 21:28:15.766455+00",29863,"Employee Co-Invest?","Hi all - I am wondering whether any venture firms offer employees co-investment opportunities into portfolio company investments (separate from carry indirectly), and if so what the program looks like in terms of when to offer co-investment relative to main fund allocations, on what terms, and how to manage conflicts of interest. This seems like a potential challenge from both a fiduciary and administrative standpoint, but I heard from someone on my team about other (i.e., unnamed) firms offering this so am hoping to gather data points. Thanks in advance! "
15761,"2025-07-15 23:05:18.753299+00",3887,"Lawyer Not Registered In CA Working For A CA-Based Company","Hi all, Does anyone know whether there is a requirement for lawyers working for a CA-based company to be registered in CA? I saw this old thread and want to check whether the advice remains correct. I am resident in NY and need to know if I need to get registered in CA. I cannot rely on Rule 9.46 because my primary bar registration is in Australia and not in any US state. "
15762,"2025-07-15 23:16:26.486943+00",2235,"Skipping PIPs And Offering Severance (As A Policy)","Has anyone here adopted a practice of skipping the formal PIP process and moving directly to a severance offer for under-performers? Or, are any of you aware of any late-stage private tech companies who have implemented this approach (i.e. not Apple, Meta, Amazon, which follow a similar approach)? Specifically, I'd love to know:   * Are you seeing this trend in your networks, and if so, how is it working in practice?   * What pitfalls have you encountered (beyond the obvious need for solid documentation and legal review of terminations)?   * Any practical tips for managing risk or handling edge cases that aren't obvious from the outside?   Would appreciate any real-world examples or lessons learned--especially from companies that don't have the litigation budgets of the public tech giants. Thanks. "
15763,"2025-07-15 23:59:49.435589+00",26175,"Pre-Launch Contract Strategies","I'm advising a startup that's aiming to launch its product on January 1 and we're currently exploring the best legal and strategic ways to lock in customers this fall/winter, before the product is fully live. I'd love to hear any suggestions or experiences with:   * Early access agreements or pre-sale contracts   * Letters of intent vs. binding agreements   * Deferred billing models or refundable deposits   * Legal considerations around offering discounts for early commitment   * Common pitfalls or red flags you've seen   Any frameworks, template clauses, or war stories would be hugely appreciated. "
15764,"2025-07-16 00:41:35.72102+00",23903,"Unlimited Leave/Regulatory Risk","For those companies (in particular, those that are fully-remote): our company offers ""unlimited leave""; so, we don't track PTO, sick days, etc. Management here does not see any performance problems based on this practice - anyone that takes advantage is dealt with on an individual basis. Our outside counsel is advocating to change this practice due to potential exposure for, what, I take it, is state labor laws. Clearly, it'd be a major cultural change to implement a new policy (and require admin support, etc.). Anyone have a position on this?  "
15765,"2025-07-16 01:29:52.859255+00",7260,"Counsel expert in FDA advisory committees","Hey all - I'm looking for a recommendation for outside counsel who is an FDAMA expert, specifically with respect to FDA advisory committee composition and operations. Asking on behalf of a journalist who is writing a story. If anybody has a recommendation please let me know. "
15768,"2025-07-16 13:22:23.53669+00",35283,"Detection And Deterrence Of AI During Interviews","I was hoping to get some feedback on what your organizations have implemented to detect and deter impermissible use of AI (bots) during interviews. Our HR team is looking to legal to provide a policy or agreement language that candidates must acknowledge noting AI will not be used. Our team has run into a few situations where they believe AI bots were used during interviews. In one instance, HR noticed a ""person's"" accent changed from round to round. It seems to be candidates for IT roles. "
15769,"2025-07-16 13:48:43.682976+00",37164,"Validity Of Credit Support By UK Entity In Debt Financing","Does anyone know/have experience with taking out group debt facilities and trying to carve out a UK entity from the cross-guaranty and from the joint and several obligations of borrowers? Current discussions we're having would make a UK entity in our group a co-borrower along with other group entities  (although the reality is that the UK entity will never be the entity which borrows under the facility) and therefore jointly and severally liable for the obligations of the other borrowers. It would also provide a cross-guaranty.  However, for regulatory reasons, we need to carve the UK entity out of the cross-guaranty and make it not jointly liable for the obligations of the other group entities. The UK entity will also still grant share security and other classic debt finance security. The question we're trying to bottom out is - would a UK administrator/insolvency practitioner successfully be able to set aside/invalidate this part of the security package on the basis that the UK entity has actually not received the benefit of the loan and that therefore there was no benefit/consideration for the security being provided? "
15770,"2025-07-16 14:23:51.972421+00",21151,"Swigart - Access Request - California Residents","Hello everyone, I am reaching out to gather your feedback and experiences regarding access requests for customer data from California residents, especially those initiated by law firms such as Swigart, under California Civil Code § 1798.83 (""California's Shine the Light Law""). We have recently received a formal request for access to a consumer's data and are currently evaluating the most appropriate response strategy.   * Have some of you faced a similar situation?   * If so, I would greatly appreciate if you could share with me the approach or strategy you adopted or any recommendations or important points to keep in mind and, if applicable, contact details for any law firms you would recommend for supporting such cases.   I'll be happy to discuss over a call. Thank you very much in advance. "
15771,"2025-07-16 16:07:46.232633+00",26372,"Vendor For Temp Legal Help In France","Hey everyone! Does anyone have a recommendation for a company where I can get temporary legal help in France? We want to bring in an employment specialist qualified in France on a full time, temporary basis. Thank you! "
15772,"2025-07-16 16:27:54.453964+00",26175,"International Sales Approach","We are a SaaS company that primarily sells in the US, Canada, UK, and EU. We have had sellers bring forward prospects from countries outside of that list, but it's been on a very ad hoc basis, so we're trying to put together a plan regarding how to best handle selling into a new country. I'm curious if anyone has experience with putting together such a plan or if anyone can share some sample documentation. "
15773,"2025-07-16 16:56:10.872106+00",2987,"Nue + Ironclad","Are there any companies out there that use Nue? Bonus points if you also use Ironclad internally as well. I'm hoping to connect with a company that uses Nue and get some feedback on them. "
15774,"2025-07-16 17:26:42.131241+00",3157,"Counsel For Identity Theft Recovery + Standard Contingency Fees","A colleague experienced major identity theft issues and was looking for a referral to help mitigate the damage and potentially recover some of the loss. We helped get her a recommendation through one of our outside counsels and she was quoted a contingency fee of 45% of the recovery.  My first instinct was that 45% seems extremely high but not sure if that is standard for that type of legal work.  Does anyone have any experience or recommendations in this area? I offered to check with the Braintrust to see if anyone can share if 45% contingency fee is normal or if there are any other counsels that someone could recommend. Thanks! "
15775,"2025-07-16 17:26:54.945109+00",24129,"Custom GPT For Employment","Hi - we are a remote company with various employees in global locations. I'm looking to build or access a custom GPT for legal employment questions. Anyone done this already or aware of a public-facing version? "
15776,"2025-07-16 19:20:16.600441+00",28927,"Privacy Compliance Tools","We're trying to onboard a privacy vendor (e.g., Ketch, Osano) to provide a full suite of privacy functionality. Outside of a web form for DSARs and a cookie banner, our engineering team has historically tried to build everything internally. We believe we've outgrown that approach, but we're facing significant pushback. For companies operating in multiple jurisdictions (US, UK, EU, Canada), 1) are you using vendor tools for broader privacy functions like data mapping, ROPA, or still building internally? 2) At what point have you decided it makes sense to move to an OTS solution? 3) How have you persuaded your engineering or other stakeholders that OTS solutions are the better approach? "
15778,"2025-07-16 20:28:32.405415+00",2934,"Recommendations For Patent Attorney To Revive Lapsed US Patents","Hi, I am looking for recommendations for a reasonably priced patent attorney who has experience successfully reviving US patents that have lapsed due to failure to pay maintenance fees. Specifically someone who is familiar with the USPTO petition process and can effectively navigate the unintentional delay standard. This is for a small start-up who is cost sensitive (so don't want to use the large firms if at all possible) but need someone who has prior experience successfully reviving patents in similar circumstances. I would appreciate any referrals for counsel or guidance/tips if anyone has navigated this process in the past. "
15780,"2025-07-16 22:01:09.176816+00",1862,"Minnesota Attorney w/ Dept of Public Safety (State Patrol) Experience","We are looking for a very niche lawyer who might have experience working with the Minnesota Department of Public Safety, and specifically the State Patrol. Any recommendations are greatly appreciated! "
15783,"2025-07-17 00:36:24.81214+00",1737,"United Kingdom Subsidiary","Does anyone have a recommendation for a cost-effective firm to advise on the formation of a UK subsidiary for a private U.S. company? Any recommendations would be greatly appreciated! "
15784,"2025-07-17 01:58:28.377229+00",14886,"Code Names For Customers","We are implementing a system of code names when referring to certain customers that require high levels of confidentiality, particularly customers in the defense, intelligence, government and critical infrastructure sectors. Does anyone have any internal policy/guidance documents about the use of code names they can share? I would also be interested in any experience implementing masking of names on systems such as Salesforce, as well as in email/verbal communications. "
15785,"2025-07-17 03:00:33.181463+00",12179,"Canadian Healthcare Counsel","Hello, Can anyone recommend healthcare counsel in Canada who can assist with some corporate questions? We've used DLA Piper in the past, and they were fine, but we're looking for a firm that is a little smaller and more nimble. "
15786,"2025-07-17 15:33:29.972295+00",730,"Agreement For Employee Open Source Side Project Using Company Resources","Hi, We have an employee who would like to contribute to an open source project that is unrelated to our business, but they would like to use some of our resources to perform the work on the project. They would use their own computer but due to the nature of the work (training an AI model) they need additional GPU bandwidth. The company is agreeable to allowing this to be done as long as it is on their own time and doesn't compete with our business. Has anyone ever agreed to something like this before? Does anyone have a sample agreement covering this? "
15787,"2025-07-17 15:36:56.050194+00",846,"Live Event Production Company in LA","Hey gang, Paley Center is looking for a new vendor to work on our events in LA. We need them to do sound, lights, cameras, editing and technical production for live events that are recorded. They will also project manage (i.e. not just the tech production piece) for the shows, such as coordinating subvendors/rentals. We'd prefer companies with experience at the Directors Guild and Writers Guild theaters as well as the Beverly Hilton. Also, as a non-profit our budgets are not huge. "
15788,"2025-07-17 16:57:09.987435+00",35306,"Evisort","Good morning - Has anyone implemented Evisort's CLM product since they became part of Workday. In particular, I am curious about implementation of the tool. Did you do it yourself, have Evisort/Workday do it or use a third party implementation consultant? "
15789,"2025-07-17 17:11:26.628365+00",6848,"Equity Platform for Late-Stage Startup","Hello L Suite community - I am at a late-stage startup that currently uses Carta as their equity management platform. We feel that we're outgrowing Carta a bit as a company, and are looking for a new equity management platform. A few of our pain points include the HRIS integration with Workday and the limited ability to run custom reports. We're aware of platforms such as Shareworks and Fidelity, but would be curious if anyone that is similarly situated has recommendations on equity management platforms or any advice for someone in our situation. "
15790,"2025-07-17 17:18:20.891237+00",21121,"Puerto Rican Birth Certificate","Hi all - I have a family member who is looking for an attorney that can provide assistance in getting a copy of her grandfather's birth certificate in Puerto Rico (probably 1890-1900). Any leads would be welcome. Thank you! "
15791,"2025-07-17 19:34:45.132114+00",34667,"AI Contract Redline Tools","We are actively evaluating AI tools for two use cases: redline capabilities and support in building out playbooks from templates or building out standard templates via comparison. We have faced some challenges as we contract in multiple jurisdictions globally and have yet to find a tool that can support confidently. Additionally, we contract in several languages, some of which we are not native speakers. Has anyone had success with similar use cases? "
15792,"2025-07-17 20:10:27.443108+00",205,"API Fee Models","We are trying to solve for a potential issue where 3rd parties accessing our API may make excessive calls that impact performance of our API or systems. Beyond API agreement terms restricting usage, providing the right to limit access or termination for convenience rights that can address excessive API calls, what fee structures or models have others come across in API agreements to compensate for usage that may also deter usage at excessive levels? "
15793,"2025-07-17 20:38:53.233876+00",36194,"EdTech DPA Management","Hello! Looking to connect with attorneys in the Edtech space that contract with K-12 school districts to discuss how your company manages DPA requests. Would greatly appreciate a couple of minutes of your time to dive into this topic. Thank you in advance!   "
